Path,Pitch,PercentSilence,FrequencyMagnitude
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ga/chicken_11.wav,"[74.7705, 59.648262, 56.82415, 65.91027, 57.807228, 71.16208, 54.29008]","[57.32879818594105, 67.40136054421768, 65.78231292517006, 67.24263038548753, 55.55102040816327, 69.64172335600907, 32.60682670596793]","[(11817, 124.79834973392559), (22117, 12.209289462870773), (44152, 3.9014582685994514), (83793, 1.3070984997355528), (110198, 3.9014582685994528), (132233, 12.209289462870771), (142533, 124.79834973392558)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ga/chicken_12.wav,"[53.072903, 63.547947, 61.085308, 65.51991, 63.454464, 53.224995, 60.873558]","[62.23582766439909, 68.96145124716554, 69.21541950113378, 69.68253968253968, 66.8390022675737, 35.646258503401356, 29.577990974027912]","[(12555, 193.36326644641102), (22130, 20.497513726995464), (44357, 7.862477128846923), (68968, 2.1374536375911193), (109993, 7.862477128846921), (132220, 20.497513726995468), (141795, 193.36326644641102)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ga/chicken_9.wav,"[30.648067, 33.089516, 22.156279, 15.007607, 37.648163, 41.63238, 34.325066]","[25.206349206349216, 14.009070294784578, 10.993197278911566, 3.496598639455783, 16.75736961451247, 19.800453514739218, 11.568018447924885]","[(11150, 249.54484235714295), (34724, 6.686298153982816), (55402, 3.4243877797705657), (66693, 0.057559277922554004), (98948, 3.424387779770576), (119626, 6.686298153982822), (143200, 249.54484235714295)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ho/tiger_6.wav,"[44.954655, 59.409637, 50.05169, 49.428898, 48.76407, 46.537823, 43.25682]","[70.82993197278913, 50.54875283446712, 62.82993197278912, 61.0204081632653, 49.96371882086168, 50.058956916099774, 51.302092867167005]","[(745, 1748.4100380862726), (24158, 75.03780283662613), (49859, 47.85434379106773), (70984, 11.152906530815065), (104491, 47.85434379106773), (130192, 75.03780283662614), (153605, 1748.4100380862726)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ho/tiger_7.wav,"[48.234528, 45.10251, 53.095478, 50.767685, 46.26186, 46.067776, 41.670746]","[53.89569160997733, 58.9795918367347, 47.945578231292515, 51.09750566893424, 51.41950113378685, 51.528344671201815, 51.49869133412212]","[(757, 1831.8003208411687), (22452, 68.3523664902491), (45007, 37.60663319588306), (82470, 8.721138637352936), (109343, 37.60663319588307), (131898, 68.35236649024921), (153593, 1831.800320841169)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ho/tiger_8.wav,"[46.216156, 56.547916, 49.857155, 42.524254, 52.69495, 49.880745, 50.15512]","[49.51473922902494, 50.961451247165535, 83.46938775510205, 34.11337868480726, 54.34013605442177, 50.40816326530612, 53.26481119233101]","[(1266, 1899.903733468251), (25908, 47.830796120966134), (44213, 26.817398450801647), (84673, 8.32090720916624), (110137, 26.817398450801626), (128442, 47.83079612096613), (153084, 1899.9037334682507)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_1.wav,"[93.92009, 47.09747, 0.0, 74.43916, 65.39669, 84.98288, 85.092865]","[53.233560090702944, 51.80952380952381, 37.89569160997732, 100.0, 100.0, 100.0, 68.54503606373483]","[(82, 300.61911137425807), (35528, 236.03453152472625), (44588, 8.988751070811235), (72314, 0.12163573859350951), (109762, 8.988751070811235), (118822, 236.03453152472625), (154268, 300.619111374258)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_2.wav,"[28.019403, 56.38304, 43.744675, 43.85876, 53.313347, 48.10362, 29.66276]","[7.882086167800452, 61.560090702947846, 18.893424036281175, 28.72562358276643, 76.4671201814059, 14.45804988662131, 77.59147717745992]","[(19727, 199.50071754275334), (22103, 58.5026335434333), (59884, 5.171891079845378), (67340, 2.2198488819304925), (94466, 5.17189107984538), (132247, 58.50263354343329), (134623, 199.50071754275334)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_3.wav,"[76.77002, 92.682556, 40.073067, 0.0, 39.84433, 91.86404, 90.23784]","[66.56235827664399, 47.079365079365076, 48.140589569160994, 46.29024943310658, 20.285714285714278, 100.0, 68.83570964972887]","[(7836, 227.1546910492882), (34657, 143.1419412079058), (44592, 8.095694830052347), (88013, 0.018265081518622987), (109758, 8.095694830052347), (119693, 143.1419412079058), (146514, 227.1546910492882)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_4.wav,"[56.3509, 92.634476, 91.01647, 89.682785, 94.34014, 95.7776, 44.460346]","[75.97278911564626, 48.72108843537415, 49.46485260770975, 46.64399092970521, 49.482993197278915, 50.90702947845805, 43.52171586985069]","[(7832, 578.1108742546647), (35674, 314.75357526961324), (52284, 32.38891704294739), (84421, 8.840759911050549), (102066, 32.388917042947405), (118676, 314.75357526961324), (146518, 578.1108742546647)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_5.wav,"[34.787735, 52.45324, 55.860466, 37.14373, 63.638985, 62.924202, 31.269886]","[80.97505668934241, 87.74149659863946, 67.5328798185941, 28.603174603174608, 61.69160997732426, 41.764172335600904, 75.23569164946585]","[(19859, 160.71029742421027), (22053, 62.46372805010615), (58530, 4.125392929080725), (87743, 2.376002015378736), (95820, 4.125392929080722), (132297, 62.463728050106155), (134491, 160.71029742421027)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_6.wav,"[75.071175, 94.717445, 33.2679, 0.0, 34.666927, 91.50984, 86.77623]","[65.84580498866214, 47.6281179138322, 49.038548752834465, 43.14739229024943, 12.48526077097506, 100.0, 70.438251845825]","[(7836, 222.7231136156951), (34657, 141.23605972667917), (44592, 8.18141042569843), (84600, 0.02694950327270613), (109758, 8.181410425698417), (119693, 141.2360597266792), (146514, 222.7231136156951)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/khi/monkey_7.wav,"[54.418648, 48.249496, 47.87444, 61.00225, 54.732204, 18.394144, 18.535807]","[79.2063492063492, 74.15873015873015, 44.807256235827666, 79.80952380952381, 73.11111111111111, 34.439909297052154, 78.72175816701736]","[(19870, 184.00721590965998), (22055, 85.2151612400023), (60065, 5.276781337685973), (87122, 2.337996856901019), (94285, 5.276781337685981), (132295, 85.21516124000232), (134480, 184.00721590966)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/lon/pig_2.wav,"[23.704071, 61.23477, 52.632362, 74.131516, 81.501495, 71.51627, 42.68431]","[10.453514739229021, 45.39229024943311, 35.455782312925166, 48.90702947845805, 53.24263038548753, 49.04308390022676, 37.43559851077433]","[(1060, 637.1297085556719), (25949, 196.28742353069106), (45318, 113.46437931307784), (84483, 7.215475724958251), (109032, 113.46437931307786), (128401, 196.28742353069106), (153290, 637.1297085556719)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/lon/pig_4.wav,"[62.695114, 61.655014, 55.226727, 60.205635, 59.845894, 48.591522, 61.839066]","[49.32879818594105, 47.93197278911565, 48.97959183673469, 62.888888888888886, 52.51700680272109, 49.24716553287982, 51.55929673402677]","[(1975, 431.49254682886743), (29443, 34.9335687063811), (50004, 8.758602110824237), (84625, 6.923970138285045), (104346, 8.758602110824242), (124907, 34.9335687063811), (152375, 431.49254682886743)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_10.wav,"[68.51789, 80.80309, 67.68719, 81.55186, 45.64201, 74.29539, 77.39271]","[34.23582766439908, 44.48979591836735, 45.73242630385488, 44.71201814058957, 42.30385487528344, 14.394557823129247, 39.199702699833004]","[(7386, 398.71874495557927), (24667, 49.472568145929124), (44948, 6.297117963930875), (69738, 1.4637920592727054), (109402, 6.297117963930871), (129683, 49.472568145929124), (146964, 398.71874495557927)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_3.wav,"[0.0, 58.50786, 6.331037, 71.42987, 49.99827, 82.14495, 94.13425]","[48.385487528344676, 27.374149659863946, 78.25850340136054, 35.405895691609985, 63.859410430839006, 34.57596371882086, 26.1971306130054]","[(20700, 262.81654676987563), (26158, 68.31123286647934), (44663, 0.026775213950951594), (70211, 0.026764750550006197), (109687, 0.02677521395095206), (128192, 68.31123286647933), (133650, 262.81654676987563)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_4.wav,"[98.63043, 95.06975, 92.2343, 104.45889, 82.37309, 95.55004, 80.95787]","[51.424036281179134, 46.467120181405896, 41.59637188208617, 48.61678004535147, 52.23129251700681, 17.519274376417243, 48.68018675061809]","[(0, 842.9570759714939), (22711, 282.6049586570021), (50833, 27.840382729298234), (86052, 5.3312928972294795), (103517, 27.840382729298234), (131639, 282.6049586570021), (133543, 196.87331607835736)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_5.wav,"[84.01153, 74.90218, 70.23582, 73.702255, 52.820053, 72.82067, 77.48385]","[44.25396825396825, 47.26984126984127, 42.45351473922903, 45.19727891156463, 31.260770975056687, 29.16099773242631, 41.30836014187908]","[(7379, 384.04830172451744), (24667, 47.728884435229325), (44948, 5.675250477930511), (84612, 1.298213198315721), (109402, 5.6752504779305255), (129683, 47.72888443522932), (146971, 384.04830172451744)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_6.wav,"[77.27272, 97.29232, 83.63174, 73.18677, 81.4402, 85.86176, 84.31595]","[43.02040816326531, 51.65532879818594, 52.97052154195011, 54.25850340136054, 32.95238095238095, 40.52607709750566, 40.16111761336754]","[(15780, 253.13077411902705), (26339, 201.94278735184764), (44648, 19.345822890965508), (85094, 2.3851245847581), (109702, 19.34582289096551), (128011, 201.9427873518476), (138570, 253.13077411902705)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_7.wav,"[33.126747, 49.49704, 44.488148, 33.550194, 59.532623, 29.47419, 60.91872]","[15.727891156462576, 55.337868480725625, 40.879818594104314, 53.89115646258503, 59.492063492063494, 19.877551020408163, 33.0160704851821]","[(1607, 463.7941810199652), (23694, 21.528982781531685), (45112, 4.313092523979144), (87132, 1.4730600518638806), (109238, 4.31309252397914), (130656, 21.528982781531695), (152743, 463.79418101996515)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_8.wav,"[73.7807, 0.0, 31.604729, 66.230675, 64.31293, 29.377447, 21.084978]","[42.562358276643984, 50.74829931972789, 6.29478458049887, 56.21315192743764, 40.07709750566894, 41.82766439909297, 23.154716040429676]","[(5386, 213.41953509149855), (22873, 33.30633283406239), (44530, 5.375302275341227), (85947, 1.1586071550739603), (109820, 5.3753022753412205), (131477, 33.30633283406239), (148964, 213.41953509149855)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/meo/cat_9.wav,"[54.97391, 52.69503, 37.05401, 3.2321622, 58.3507, 52.182953, 33.363667]","[55.46031746031746, 6.639455782312922, 40.761904761904766, 2.7891156462584945, 34.888888888888886, 65.51473922902494, 18.960908301009823]","[(14279, 694.384817471238), (23759, 68.64736670857535), (44760, 12.620838407617287), (87750, 5.784273098590338), (109590, 12.620838407617287), (130591, 68.64736670857532), (140071, 694.3848174712381)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ruoi/fly_1.wav,"[83.11966, 105.864494, 64.411964, 98.988945, 95.45204, 106.62602, 118.24359]","[39.106575963718825, 44.67120181405896, 41.791383219954646, 46.326530612244895, 40.71655328798186, 40.721088435374156, 40.54796828861215]","[(775, 307.7820032797423), (26530, 1.1802366007096443), (48252, 5.066779794193562), (87988, 3.3741720347537294), (106098, 5.066779794193563), (127820, 1.1802366007096454), (153575, 307.7820032797423)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/ruoi/fly_2.wav,"[56.271248, 55.945053, 55.917984, 37.24209, 56.04008, 55.95148, 55.824104]","[49.274376417233555, 60.58956916099773, 51.8140589569161, 48.9750566893424, 46.53061224489796, 59.01133786848072, 54.448453281971986]","[(1435, 5621.756086135351), (23037, 6.8092011818373495), (44527, 0.6894489919280397), (69175, 0.29674501827924415), (109823, 0.6894489919280131), (131313, 6.809201181837359), (152915, 5621.756086135352)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_1.wav,"[49.979774, 65.74145, 57.093098, 52.481842, 58.25344, 54.692326, 46.34839]","[47.238095238095234, 49.600907029478456, 49.30612244897959, 49.17006802721089, 50.36281179138322, 49.868480725623584, 49.17522412387938]","[(1006, 1604.680695520146), (26185, 172.45832602288655), (44887, 49.110989463624186), (66639, 11.215802740093425), (109463, 49.110989463624236), (128165, 172.45832602288655), (153344, 1604.680695520146)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_2.wav,"[56.81698, 56.457035, 47.15027, 58.212574, 52.317028, 62.75144, 55.121082]","[48.585034013605444, 49.97732426303855, 53.909297052154194, 51.0249433106576, 50.48072562358277, 50.358276643990926, 50.9309487833676]","[(1019, 2072.959341826674), (28960, 168.1783252958665), (44772, 49.135403692254414), (66458, 11.451804586018547), (109578, 49.13540369225441), (125390, 168.17832529586656), (153331, 2072.959341826674)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_3.wav,"[51.054478, 64.85439, 51.676308, 58.926567, 51.445976, 50.45599, 58.312473]","[52.08616780045352, 49.791383219954646, 49.414965986394556, 50.24489795918367, 50.358276643990926, 50.54421768707483, 49.83656470627277]","[(1006, 1580.172094428832), (25716, 174.98917698674992), (44443, 56.07281793550243), (87775, 9.739455855433672), (109907, 56.07281793550242), (128634, 174.98917698674992), (153344, 1580.1720944288322)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_4.wav,"[46.972363, 58.73636, 52.51204, 62.190456, 44.078613, 59.91577, 57.44558]","[48.63038548752835, 50.90702947845805, 50.34013605442177, 47.62358276643991, 51.292517006802726, 49.30612244897959, 47.26126839569722]","[(1020, 1622.5185284814293), (25108, 146.80073159372336), (44432, 47.209543029005566), (66747, 9.180622238145885), (109918, 47.20954302900557), (129242, 146.80073159372338), (153330, 1622.5185284814297)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_5.wav,"[56.401287, 55.813683, 47.408043, 57.423477, 50.41041, 57.127007, 54.96444]","[52.285714285714285, 50.73015873015873, 52.33560090702948, 51.074829931972786, 52.19047619047619, 49.73242630385487, 50.01422628248014]","[(1019, 2080.5588890676277), (27518, 149.48051709417476), (44773, 41.08218539149082), (66818, 9.965956688913435), (109577, 41.08218539149084), (126832, 149.48051709417476), (153331, 2080.5588890676277)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_6.wav,"[52.913147, 64.89263, 49.982327, 61.95765, 52.38275, 59.73981, 54.476463]","[52.33106575963719, 49.60544217687075, 49.49659863945578, 52.48526077097505, 48.852607709750565, 49.09297052154194, 50.03340860842573]","[(1075, 2118.0537084550538), (26256, 264.7556220524106), (44556, 84.68763948040873), (87711, 11.519178022942125), (109794, 84.68763948040875), (128094, 264.75562205241056), (153275, 2118.0537084550538)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/sutu/lion_7.wav,"[47.922222, 57.42926, 51.108078, 57.740574, 53.870983, 56.573215, 53.998375]","[51.88662131519274, 51.718820861678005, 50.7936507936508, 53.77324263038549, 50.86621315192744, 50.92517006802721, 48.61234974426989]","[(1019, 2117.9051594476205), (27518, 186.416891043688), (45128, 41.52243513770881), (87631, 8.94659771018452), (109222, 41.52243513770882), (126832, 186.416891043688), (153331, 2117.9051594476205)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_01.wav,"[27.792738, 40.624123, 16.903349, 11.425153, 34.02776, 28.208601, 20.680868]","[71.61904761904762, 69.34693877551021, 28.317460317460316, 50.89795918367347, 28.721088435374156, 60.95238095238095, 79.43189568046803]","[(4758, 355.05594229220736), (22111, 44.94894564434716), (45041, 14.020522586355677), (87105, 4.94777269850161), (109309, 14.020522586355682), (132239, 44.94894564434718), (149592, 355.05594229220736)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_02.wav,"[20.706554, 33.07363, 32.001957, 24.62911, 13.560045, 24.101622, 29.35413]","[74.38548752834467, 83.91836734693877, 72.74829931972789, 16.662131519274382, 28.984126984126974, 19.91383219954649, 79.83492600839749]","[(4500, 422.8082152135921), (22584, 75.2480039948646), (44444, 23.01969833717812), (67885, 5.366483232207156), (109906, 23.01969833717813), (131766, 75.2480039948646), (149850, 422.80821521359206)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_03.wav,"[27.851389, 2.219691, 32.147736, 33.82634, 30.395037, 9.792891, 27.362617]","[1.3333333333333286, 74.87074829931973, 66.38548752834467, 69.49659863945578, 72.26757369614512, 39.21541950113379, 82.5037180677551]","[(5468, 265.6287464684378), (22644, 28.066584607742758), (45374, 9.922402403769322), (86156, 3.1576289018979335), (108976, 9.92240240376932), (131706, 28.066584607742755), (148882, 265.6287464684378)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_04.wav,"[23.718218, 17.44087, 24.960258, 31.248579, 30.082285, 16.509636, 14.050629]","[55.26530612244898, 44.013605442176875, 54.426303854875286, 30.84353741496598, 50.00907029478458, 32.979591836734684, 32.879132591362804]","[(4479, 441.3057348252465), (22577, 75.52145476906165), (44444, 24.599081275727556), (86493, 5.982537555096279), (109906, 24.599081275727563), (131773, 75.52145476906166), (149871, 441.30573482524653)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_05.wav,"[6.3185825, 31.549772, 33.6373, 30.86802, 8.3409395, 27.64724, 20.025274]","[95.33333333333333, 79.32879818594104, 16.353741496598644, 10.349206349206355, 69.19727891156462, 66.00907029478458, 38.41094174149091]","[(5465, 382.9531183055716), (22107, 40.58722797486864), (44888, 12.508970037510892), (86233, 6.366365806078864), (109462, 12.508970037510899), (132243, 40.587227974868625), (148885, 382.95311830557154)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_06.wav,"[25.061386, 32.228565, 15.90918, 20.068789, 18.575445, 28.971973, 31.216463]","[47.496598639455776, 71.3424036281179, 29.854875283446717, 60.585034013605444, 58.29024943310658, 89.21088435374149, 45.82070756758883]","[(5118, 380.4068401733961), (23180, 65.54855784142003), (46581, 16.27566751909623), (87474, 5.1545069995432735), (107769, 16.27566751909623), (131170, 65.54855784142005), (149232, 380.4068401733961)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_07.wav,"[9.453873, 20.656828, 14.626786, 24.082767, 30.81775, 34.299706, 15.760748]","[9.374149659863946, 12.535147392290241, 72.88888888888889, 18.331065759637184, 78.54875283446712, 17.478458049886626, 86.1810840059714]","[(4713, 432.7225177608189), (23211, 73.86516834470946), (44590, 17.072331441626435), (68621, 5.934165795311136), (109760, 17.072331441626428), (131139, 73.86516834470946), (149637, 432.72251776081896)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_08.wav,"[21.567802, 17.661823, 21.471039, 27.657589, 28.403606, 27.67734, 0.0]","[54.843537414965986, 55.26530612244898, 54.50340136054422, 69.72789115646259, 52.5578231292517, 54.916099773242635, 68.76877785934295]","[(4479, 446.14103844666016), (22577, 74.21547862254985), (44444, 23.77754699320234), (67881, 5.798306970300528), (109906, 23.77754699320234), (131773, 74.21547862254982), (149871, 446.1410384466602)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_09.wav,"[9.731142, 33.382805, 29.599728, 2.416906, 34.999615, 28.015795, 1.7460674]","[12.984126984126988, 76.56235827664399, 15.727891156462576, 80.26757369614512, 67.41043083900226, 18.38095238095238, 83.83836576989124]","[(5464, 199.3429366286759), (22192, 30.223048549348327), (45259, 9.48137468573586), (86006, 2.747783859965944), (109091, 9.481374685735856), (132158, 30.22304854934832), (148886, 199.34293662867586)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tacke/gecko_10.wav,"[38.946903, 2.2289047, 25.175262, 29.244238, 28.92001, 13.781858, 21.020956]","[69.96825396825398, 88.99773242630386, 90.68480725623583, 22.435374149659864, 86.44444444444444, 72.75736961451247, 84.87568919223595]","[(5466, 341.0269015939015), (23183, 71.89438307332908), (46712, 16.810487246597447), (68187, 7.433114277506023), (107638, 16.810487246597436), (131167, 71.8943830733291), (148884, 341.02690159390147)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_01.wav,"[60.773083, 71.85337, 70.149666, 74.558235, 71.7981, 73.67686, 69.1252]","[81.1655328798186, 41.2063492063492, 43.09297052154195, 21.342403628117907, 47.04761904761905, 31.092970521541957, 47.10127967729279]","[(5941, 1550.2703742453061), (23333, 279.1921802656206), (44358, 25.37610206085313), (85164, 11.76343992335968), (109992, 25.376102060853114), (131017, 279.1921802656206), (148409, 1550.2703742453057)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_02.wav,"[73.75372, 70.17617, 59.809643, 48.607513, 53.665733, 44.18592, 52.96432]","[38.35374149659864, 58.75283446712018, 43.73242630385488, 33.47845804988661, 76.34467120181407, 64.04535147392289, 20.296893392349475]","[(5731, 1222.365502742671), (23334, 170.26715945471858), (47174, 19.82743149616489), (69910, 7.846595163416052), (107176, 19.8274314961649), (131016, 170.26715945471855), (148619, 1222.3655027426712)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_03.wav,"[75.72508, 75.27163, 71.98465, 73.14467, 77.502625, 60.494793, 52.424232]","[36.09523809523809, 25.632653061224488, 41.47392290249433, 33.514739229024954, 37.827664399092974, 30.875283446712018, 36.52208630765947]","[(5881, 1411.0886435276861), (23371, 214.01489529789643), (45166, 21.399794726900666), (83802, 8.227131885723724), (109184, 21.399794726900648), (130979, 214.01489529789637), (148469, 1411.088643527686)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_04.wav,"[29.632984, 57.294727, 58.907764, 34.414513, 57.159515, 52.17089, 52.907528]","[17.392290249433103, 85.01133786848072, 59.70975056689342, 37.31972789115646, 68.36281179138322, 83.40136054421768, 35.175637257264015]","[(7019, 712.5911240637402), (22351, 53.441049132865174), (46497, 6.3752405122391), (88029, 2.847755789467007), (107853, 6.3752405122390945), (131999, 53.44104913286516), (147331, 712.5911240637402)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_05.wav,"[64.348175, 75.72841, 67.6329, 73.03397, 69.842964, 60.08575, 48.145798]","[17.863945578231295, 36.44444444444444, 36.3265306122449, 15.074829931972786, 35.80952380952381, 34.625850340136054, 28.359755216113342]","[(5939, 1301.3088129666562), (24009, 141.98821717632453), (44260, 30.63149419313899), (67452, 13.8939089972614), (110090, 30.631494193138998), (130341, 141.98821717632453), (148411, 1301.3088129666564)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_06.wav,"[54.141758, 34.234238, 70.1539, 78.67707, 75.02367, 74.66938, 71.04016]","[57.06575963718821, 48.18140589569161, 17.78684807256235, 15.89569160997732, 22.272108843537424, 25.088435374149668, 28.98754741138974]","[(5871, 1325.111736752271), (23705, 248.22991073546802), (45261, 22.817030152105588), (83261, 7.42150963008524), (109089, 22.81703015210559), (130645, 248.22991073546805), (148479, 1325.111736752271)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_07.wav,"[54.141758, 34.234238, 70.1539, 78.67707, 75.02367, 74.66938, 71.04016]","[57.06575963718821, 48.18140589569161, 17.78684807256235, 15.89569160997732, 22.272108843537424, 25.088435374149668, 28.98754741138974]","[(5871, 1325.111736752271), (23705, 248.22991073546802), (45261, 22.817030152105588), (83261, 7.42150963008524), (109089, 22.81703015210559), (130645, 248.22991073546805), (148479, 1325.111736752271)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/tho/rabit_08.wav,"[50.059883, 56.77263, 57.67121, 34.99192, 57.787964, 51.855885, 53.401302]","[34.33560090702947, 82.25396825396825, 39.28798185941042, 33.1655328798186, 66.87981859410431, 84.44444444444444, 34.09489850004475]","[(7019, 732.5666480002441), (22379, 75.53620580945535), (56683, 8.659618189376303), (88028, 3.0454106734034814), (97667, 8.65961818937632), (131971, 75.53620580945537), (147331, 732.5666480002441)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/vit/duck_3.wav,"[90.11671, 90.782974, 90.557236, 91.27317, 92.099205, 90.39495, 92.07881]","[55.17006802721088, 44.19047619047619, 49.795918367346935, 50.326530612244895, 50.11337868480726, 48.64852607709751, 49.34491705153463]","[(13276, 376.46446779503646), (28883, 63.62245344135377), (44356, 30.45824854733469), (69442, 2.671612093323459), (109994, 30.458248547334705), (125467, 63.62245344135377), (141074, 376.46446779503634)]"
C:/Users/84338/OneDrive/Desktop/HTTM/CSDLDPT/data/vit/duck_4.wav,"[89.181915, 90.61558, 92.85944, 91.382904, 90.175735, 92.380936, 90.651085]","[49.59183673469387, 52.25396825396825, 48.65306122448979, 53.609977324263035, 48.73469387755102, 53.63265306122449, 54.733180972362725]","[(13044, 431.7567114763224), (27633, 45.3713525677134), (59180, 8.71270993253979), (70154, 3.179363170815286), (95170, 8.712709932539788), (126717, 45.37135256771339), (141306, 431.75671147632244)]"
